SurveyID,Country,Collector,Site Code,Site,Year,Lat,Lon,Date,Subregion,Habitat,Reef Zone,Depth,MPA,MPA Name,Zone Detail,Zone,Year Est,Year Man,MPA km2,% No Take,No Take km2,Enforcement,CCA,TA,M,MH,MI,FM,FMH,FMI,CM,CMH,CMI,LC,DT,DJ,DA,L,CO,T,H,HHRI,I,P,CSHRI,CS,DP,ANGE,BARR,BUTT,CHUB,DAMS,FILE,GRUN,JACK,PARR,PORC,PORG,SCOR,SEAB,SNAP,SURG,TRIG,WRAS,Ravg,Rmed,hii100km,hii75km,hii50km,hii25km,hii10km,Grav_tot,ReefArea10km,Chla.2003.2016,Chla,ACET,AMPH,BFMA,CAUL,CLAD,CMA,CODI,DICT,DSPH,FMA,GALA,GCMA,GELI,GFMA,HALI,HALM,HYPO,JANI,LAUR,LOBO,MA,MART,MICR,MUD,ND.HALI,PADI,PENI,RCMA,RFMA,RHIP,SARG,STYP,TURB,UDOT,VALO,WRAN,Acanthurus chirurgus,Acanthurus coeruleus,Acanthurus tractus,Centropyge argi,Kyphosus spp.,Melichthys niger,Scarus / Sparisoma,Scarus coelestinus,Scarus coeruleus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scarus vetula,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinne,Sparisoma viride
BAK12016,Mexico,CEA,BAK1,NA,2016,20.39471,-87.313003,NA,Northern Quintana Roo,Lagoon,Lagoon,2,Yes,Refugio de Vida Silvestre de Bahia de Akumal,Akumal,No Fishing Zone,2015,1,16.53,60,9.918,TBD,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,NA,1391,NA,NA,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270301,133625,42849,10365,2641,NA,20.2011537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAK22016,Mexico,CEA,BAK2,NA,2016,20.393148,-87.312387,NA,Northern Quintana Roo,Crest,Crest,2,Yes,Refugio de Vida Silvestre de Bahia de Akumal,Akumal,No Fishing Zone,2015,1,16.53,60,9.918,TBD,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,4519,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269781,133210,42676,10366,2641,99,20.2011537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAK32016,Mexico,CEA,BAK3,NA,2016,20.393503,-87.314458,NA,Northern Quintana Roo,Lagoon,Lagoon,2,Yes,Refugio de Vida Silvestre de Bahia de Akumal,Akumal,No Fishing Zone,2015,1,16.53,60,9.918,TBD,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270664,133677,42909,10324,2661,NA,20.2011537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAK42016,Mexico,CEA,BAK4,NA,2016,20.39251,-87.315217,NA,Northern Quintana Roo,Lagoon,Lagoon,2,Yes,Refugio de Vida Silvestre de Bahia de Akumal,Akumal,No Fishing Zone,2015,1,16.53,60,9.918,TBD,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,5317,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270491,133696,42887,10337,2627,NA,20.2011537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bank 22016,Belize,TIDE,Bank 2,Bank 2,2016,16.181199,-88.5568,NA,Southern Barrier Complex,NA,NA,3,Yes,Port Honduras,General Use Zone,General Use Zone,2000,16,12,100,12,Moderate,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,2131,NA,NA,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426523,169359,37932,4643,20,144,0.001810288,1059.642678,1016.152796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BONANZA2016,Mexico,"Barco Lab, UNAM",BONANZA,NA,2016,20.964699,-86.81408,NA,Northern Quintana Roo,NA,NA,2,Yes,Parque Nacional Arrecife de Puerto Morelos,Ramsar Site,General Use Zone,1998,18,23,100,23,Good,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182270,128322,74734,29298,4190,103,NA,349.8669662,343.0919317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonanza Profundo2016,Mexico,"Barco Lab, UNAM",Bonanza Profundo,NA,2016,20.9575,-86.8084889,NA,Northern Quintana Roo,NA,NA,10,Yes,Parque Nacional Arrecife de Puerto Morelos,Ramsar Site,No Fishing Zone,1998,18,23,100,23,Good,NA,NA,NA,NA,NA,47.3,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,1125,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180639,126933,74084,28052,3478,103,NA,349.8669662,343.0919317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BP012011,Mexico,HRI,BP01,NA,2011,20.3502,-87.3312,39343,Northern Quintana Roo,Fore reef,Fore reef,12.4,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,13.7,19.5,30.7,2,57.9,27.5,1.8,46,3.2,4.7,11.9,11.2,0,0,0,0.07,0,5800,3369,2882,2340,91,104,263,1059,1203,0,15,176,40,2,998,14,2113,0,0,0,9,95,769,277,71,136.2,130.8,264599,128574,41570,10488,2432,20,15.88583422,NA,NA,0,0.5,0,0.166666667,0,0,0,17.33333333,0,1.166666667,0,0,0,0,1.833333333,0.833333333,0,0,0,8.666666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,341.654,119.766,0,105.46,0,0,0,0,0,47.121,437.884,32.137,0,357.306,28.543,31.835,333.083
BPP2016,Mexico,CEA,BPP,NA,2016,20.369594,-87.320489,NA,Northern Quintana Roo,Fore reef,Fore reef,16,Yes,Refugio de Vida Silvestre de Bahia de Akumal,Akumal,No Fishing Zone,2015,1,16.53,60,9.918,TBD,NA,NA,NA,NA,NA,50.7,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,8105,NA,NA,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266018,130477,42025,10540,2462,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BPS2016,Mexico,CEA,BPS,NA,2016,20.370261,-87.321678,NA,Northern Quintana Roo,Fore reef,Fore reef,10,Yes,Refugio de Vida Silvestre de Bahia de Akumal,Akumal,No Fishing Zone,2015,1,16.53,60,9.918,TBD,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,6283,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266587,130835,42134,10544,2522,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BZ10192006,Belize,HRI,BZ1019,South tip of Sapodillas,2006,16.1041,-88.3299,37401,Southern Barrier Complex,Crest,Crest,3,Yes,Sapodilla Cayes,General Use Zone,General Use Zone,1996,10,156,3,5,Inadequate,2.6,57.3,5.1,2.2,10.7,4.3,2,8.7,0.8,2.6,2.1,15.8,0.03,0.03,0,0,0,2866,2649,2553,92,125,38,60,10,0,117,23,0,103,0,32,0,2402,0,0,0,36,2,151,0,0,94.2,92.5,405258,173696,30792,NA,NA,147,NA,848.5181393,1034.864426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.11,33.449,0,0,0,0,0,0,0,651.247,395.485,0,0,105.103,0,0,289.292
BZ10232006,Belize,HRI,BZ1023,Back of Hunting  Sapodilla Cayes,2006,16.1136,-88.2536,37399,Southern Barrier Complex,Crest,Crest,3.7,Yes,Nicholas Caye Sapodilla Cayes,Spawning Aggregation Site Reserves,SPAG,2003,3,7,100,7,Inadequate,3.3,68.6,20.4,2.3,46.9,13.1,1.7,22,7.3,3.5,24.9,3.9,0,0,0,0,0,2001,1625,1527,358,17,44,106,9,122,0,126,0,82,0,81,0,1176,0,0,0,44,0,351,0,19,78.5,73,386874,165432,28343,NA,NA,148,0.026257344,848.5181393,1034.864426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.413,41.078,130.971,0,0,0,0,0,0,0,385.76,0,0,0,234.692,5.888,0,79.284
BZ10262006,Belize,HRI,BZ1026,NA,2006,16.1791,-88.34,37419,Southern Barrier Complex,Crest,Crest,3.3,Yes,Seal Caye Sapodilla Cayes,Spawning Aggregation Site Reserves,SPAG,2003,3,6,100,6,Inadequate,1.4,57,4.7,1.6,7.4,3.4,1.3,4.6,1.3,2.3,2.8,14.8,0,0,0,0,0,5010,3777,3694,728,505,469,631,52,191,117,241,0,38,0,110,105,2244,0,0,0,139,330,1450,0,44,65.8,63.5,375991,145766,23039,64,NA,135,0.199242337,735.9805884,904.6950862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.638,362.701,62.536,0,0,0,0,0,0,0,852.159,58.385,0,0,82.316,0,0,353.448
BZ10322006,Belize,HRI,BZ1032,Round Caye,2006,16.4185,-88.0413,37479,Southern Barrier Complex,Fore reef,Fore reef,8.1,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.8,65.3,15.2,6.3,93,10.9,6.6,70.2,4.2,5.3,22.9,12.4,0,0,0,0,0,2163,1618,1585,304,241,302,324,4,161,41,45,0,0,0,2,25,1179,0,0,0,50,252,406,0,2,29.6,29.4,200002,53502,7622,NA,NA,111,0.771409363,753.9795695,799.834638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.558,30.701,142.445,0,0,0,0,0,0,0,257.809,0,0,0,6.128,0,0,443.573
BZ10322009,Belize,HRI,BZ1032,Round Caye,2009,16.4185,-88.0413,38590,Southern Barrier Complex,Fore reef,Fore reef,6.5,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,2.3,45.8,32.3,5.1,169.8,26.7,5.3,144.3,5.7,4.3,25.6,14.1,0,0,0,0,0,706,438,434,168,100,94,170,58,20,3,22,0,0,0,41,76,250,0,0,0,58,36,184,9,8,20.7,21,200002,53502,7622,NA,NA,111,0.771409363,753.9795695,683.6800181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24.09,86.191,0,0,0,0,0,0,0,0,0,0,0.656,64.533,0,0,84.674
BZ10322011,Belize,HRI,BZ1032,Round Caye,2011,16.4185,-88.0413,39387,Southern Barrier Complex,Fore reef,Fore reef,6.6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,5.2,15.7,42.5,2.6,114.4,33.5,2.5,81.1,3.8,4.3,17.5,8.8,0,0,0,0,0,1162,1108,1108,12,42,1,3,4,0,0,3,0,0,0,3,0,710,0,0,43,1,0,398,0,4,NA,NA,200002,53502,7622,NA,NA,111,0.771409363,753.9795695,848.1657359,0,0,0,0,0,0,0,26.33333333,0,1.833333333,0,0,0,0,3.5,0,0,0.333333333,0,5.166666667,5.166666667,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.034,115.475,123.246,0,0,0,0,0,0,0,34.062,0,0,0,9.599,0,0,382.404
BZ10322014,Belize,HRI,BZ1032,Round Caye,2014,16.4185,-88.0413,40240,Southern Barrier Complex,Fore reef,Fore reef,6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,7.3,14.2,46.3,1.1,55,40.5,1,40.2,4.2,2.5,14.8,4.8,0,0,0,0,0,3738,3126,2997,378,234,43,218,109,0,205,80,129,0,0,177,6,1677,0,0,0,23,20,1320,92,9,16.1,15,200002,53502,7622,NA,NA,111,0.771409363,753.9795695,765.8966624,0,0,2.5,0,0,0,0,26.33333333,0,7.333333333,0,0,0,0.5,1.333333333,0,0,0.666666667,0,3.833333333,1.666666667,0,0,0,0,0,0,2.166666667,0,0,0,0,0,0,0,0,163.042,344.445,284.498,0,77.491,0,0,0,0,0,71.794,65.342,0,0,345.524,0,0,523.196
BZ10322016,Belize,HRI,BZ1032,Round Caye,2016,16.4185,-88.0413,41087,Southern Barrier Complex,Fore reef,Fore reef,6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,3.3,43,38.3,NA,NA,32.5,NA,NA,5.5,NA,NA,5.2,0,0,0,0,0,544,325,315,134,85,126,127,38,55,0,8,0,1,0,10,0,82,0,26,0,9,118,233,0,2,14.4,15,200002,53502,7622,NA,NA,111,0.771409363,753.9795695,737.7580312,0,0,1.166666667,0,0,0.833333333,0,23.83333333,0,0.666666667,0,1.166666667,0,0.833333333,2.666666667,0,0,0.666666667,0,3,0.333333333,0,0,0,0,0,0,0.166666667,0,0,1.166666667,1.833333333,0,0,0,0,0,10.461,129.224,0,0,0,0,0,0,0,0,0,0,0,22.995,11.776,6.925,7.505
BZ10372006,Belize,HRI,BZ1037,Carrie Caye,2006,16.518,-88.1919,37477,Southern Barrier Complex,Fore reef,Fore reef,8.6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.1,44.8,25.6,4.2,108.3,21,4.2,89.2,4.6,4,19.1,8,0,0,0,0,0,2087,602,356,1250,234,394,474,71,999,0,21,0,0,0,112,60,332,0,0,0,9,385,24,0,144,56.7,53.5,189932,67906,26521,2969,14,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.671,0,0,0,0,0,0,0,0,33.668,48.419,0,0,51.322,0,0,65.582
BZ10372009,Belize,HRI,BZ1037,Carrie Caye,2009,16.518,-88.1919,38587,Southern Barrier Complex,Fore reef,Fore reef,11,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,4.8,21.7,39.3,6.1,242.9,28,6.2,176.2,11.3,5.9,66.7,10.9,0,0,0,0,0,15651,6221,5514,6262,3168,4080,5173,287,2921,0,225,0,0,0,1914,578,4633,0,0,0,406,3674,881,0,418,59,60,189932,67906,26521,2969,14,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.03,133.346,6.167,0,0,0,0,0,0,0,59.62,369.664,0,51.085,0,0,183.241,2115.932
BZ10372011,Belize,HRI,BZ1037,Carrie Caye,2011,16.518,-88.1919,39306,Southern Barrier Complex,Fore reef,Fore reef,1.9,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,10,25,15.8,5,70,2.2,0,0,13.7,4.6,55.7,20.3,0,0,0,0.02,0,1284,797,775,333,155,241,292,116,86,0,15,0,0,0,96,13,763,0,0,0,2,239,12,0,59,37.3,39.2,190445,68036,26587,3016,14,114,0.292402948,NA,NA,0,0,0,0.333333333,0,0.166666667,0,0.166666667,0,1,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,8.201111111,0,0,0,0,0,0,0,0,42.81777778,63.80111111,8.338888889,0.728888889,56.80777778,6.542222222,182.9444444,146.64
BZ1037A2014,Belize,HRI,BZ1037A,Carrie Caye,2014,16.5175,-88.1935,40384,Southern Barrier Complex,Lagoon,Lagoon,4.3,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,5.3,6.7,37.7,1.7,56.2,27,1.4,28.2,9,2.3,28,8.3,0,0,0,0,0,912,220,103,505,187,69,156,1,468,146,38,0,0,0,87,0,84,0,0,0,16,53,19,0,1,57.5,65,190445,68036,26587,3016,14,114,0.413756123,NA,NA,0,0,0.333333333,0,0,0,0,15.83333333,0,5.333333333,0,0,0,5.333333333,7.166666667,0,0,0,0,0,1.666666667,0,0,0,0,0,0,1.833333333,0,0,0,0.166666667,0,0,0,0,0.747142857,8.797142857,3.694285714,0,0,0,0,0,0,0,25.89571429,20.58,0,0,0,0,0,10.72142857
BZ1037A2016,Belize,HRI,BZ1037A,Carrie Caye,2016,16.5175,-88.1935,41090,Southern Barrier Complex,Lagoon,Lagoon,3,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,1.8,38,35.8,NA,NA,21.3,NA,NA,14.5,NA,NA,8.3,0.2,0,0.2,0,0,5414,4581,4521,675,158,172,293,304,209,0,30,0,13,0,421,48,1788,0,0,0,44,128,2734,0,0,33.1,32.5,190445,68036,26587,3016,14,114,1.650361078,NA,NA,0,0.166666667,0.5,0,0,0,0,13.16666667,0,2.333333333,0,0,0,4.833333333,14.33333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.166666667,0,0,0,0,0,1552.596,87.54,0,0,0,0,0,0,0,402.88,0,0,0,53.401,0,286.564,329.655
BZ10382006,Belize,HRI,BZ1038,Big White-Gladden Channel,2006,16.5079,-87.9707,37478,Southern Barrier Complex,Fore reef,Fore reef,8.4,Yes,Gladden Spit and Silk Cayes,Conservation Zone II,General Use Zone,2003,3,105,1,1,Moderate,20.4,37.6,25.9,7.6,209,20.7,8.3,191.2,5.2,3.8,17.8,11.9,0.02,0.02,0,0,0,4899,2969,2624,897,1033,1485,1658,160,5,0,20,0,3,0,184,146,2145,0,0,0,48,1437,479,417,16,57.7,54.5,152677,41509,5686,NA,NA,104,NA,438.314707,468.2039566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,206.693,80.042,0,0,250.435,0,0,0,0,82.656,22.314,0,4.859,105.653,0,0,1071.304
BZ10382009,Belize,HRI,BZ1038,Big White-Gladden Channel,2009,16.5079,-87.9707,38590,Southern Barrier Complex,Fore reef,Fore reef,7.8,Yes,Gladden Spit and Silk Cayes,Conservation Zone II,General Use Zone,2003,6,105,1,1,Moderate,18,18.7,29.8,4.5,134.1,23.8,4.6,110,6,4.2,24.1,25.9,0,0,0,0,0,3833,424,391,1322,2087,3024,3137,152,73,15,18,0,30,0,215,21,319,0,0,0,94,2930,72,28,18,80.3,89,152677,41509,5686,NA,NA,104,8.523569786,438.314707,389.2436549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.051,20.878,0,0,0,0,0,0,0,18.934,0,0,0,47.874,0,0,124.375
BZ10382011,Belize,HRI,BZ1038,Big White-Gladden Channel,2011,16.5079,-87.9707,39387,Southern Barrier Complex,Fore reef,Fore reef,8.3,Yes,Gladden Spit and Silk Cayes,Conservation Zone II,General Use Zone,2003,8,105,1,1,Moderate,18.8,7.3,38.2,2.6,106.1,32.8,2.9,98,4.7,1.1,8.1,14.3,0.03,0.03,0,0,0,2121,1073,1054,603,444,197,272,155,0,0,51,0,20,0,331,0,606,0,0,324,0,197,448,13,43,42.9,46.7,152677,41509,5686,NA,NA,104,NA,438.314707,496.593483,0,0,0,0,0,0.166666667,0,24.83333333,0,2,0,0,0,0,4.166666667,0,0,0.333333333,0,3.333333333,0.666666667,0,0,0,0,0,0,0,0,0,1.5,1.166666667,0,0,0,0,9.893333333,269.71,33.98333333,0,0,0,0,0,0,0,14.01333333,243.3833333,0,0,10.21333333,145.6283333,0,11.11166667
BZ10382014,Belize,HRI,BZ1038,Big White-Gladden Channel,2014,16.5079,-87.9707,40270,Southern Barrier Complex,Fore reef,Fore reef,6.9,Yes,Gladden Spit and Silk Cayes,Conservation Zone II,General Use Zone,2003,11,105,1,1,Moderate,13.7,1.7,49.3,2.7,127.4,45.7,2.7,111.1,3.7,1.2,8.1,17.3,0,0,0,0.02,0,1998,1075,1065,607,316,503,719,81,116,0,12,0,0,0,264,6,731,0,0,0,4,499,334,0,31,25.2,22.9,152677,41509,5686,NA,NA,104,NA,438.314707,467.7991638,0,0,0,0,0,1,0,30,0,8,0,0,0,0,1.666666667,0,0,1,0,7.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.899,120.952,59.817,0,0,0,0,0,0,0,13.946,102.432,0,0,51.127,81.489,0,189.546
BZ10382016,Belize,HRI,BZ1038,Big White-Gladden Channel,2016,16.5079,-87.9707,41088,Central Barrier Complex,Fore reef,Fore reef,7,Yes,Gladden Spit and Silk Cayes,Conservation Zone II,General Use Zone,2003,13,105,1,1,Moderate,5.5,29.7,45.2,NA,NA,39.5,NA,NA,5.3,NA,NA,4.7,0,0,0,0,0,950,535,528,224,191,229,243,98,16,0,8,0,1,13,43,6,340,0,0,43,0,229,188,57,6,24.2,21.25,152677,41509,5686,NA,NA,104,35.78552405,438.314707,395.1689377,0,0.166666667,0.833333333,0,0,0.5,0,27.66666667,0,3.166666667,0,0,0,0.666666667,3.666666667,0,0,0.5,0,4,0.333333333,0,0,0,0,0,0,0.5,0,0,1,2.166666667,0,0,0,0,0,55.795,56.911,0,0,0,0,0,0,0,20.706,0,0,0,11.347,5.888,132.92,33.282
BZ10412006,Belize,HRI,BZ1041,Gladden Caye,2006,16.558,-88.0507,37480,Central Barrier Complex,Patch,Patch,4.7,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,4,26.4,39.4,7.4,293,30.8,7.7,235.8,8.6,6.7,57.3,12.2,0,0,0,0.02,0.07,6954,3294,3005,2940,720,794,952,1762,1159,41,12,0,0,0,1776,168,2790,0,0,0,46,748,215,0,0,53.5,54.5,150114,50437,16083,14,NA,99,NA,738.232717,741.923612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.11444444,121.1633333,6.704444444,0,0,0,0,0,0,0,193.8166667,34.3,0,0,75.31777778,6.542222222,0,1549.767778
BZ10432006,Belize,HRI,BZ1043,Southwater Caye,2006,16.6302,-88.2061,37413,Central Barrier Complex,Crest,Crest,1.1,Yes,South Water Caye,General Use Zone,General Use Zone,1996,10,470,19,89,Inadequate,3.1,17.7,18.1,4,72.8,10.9,4.7,51.2,7.2,2.8,21.7,13.3,0.02,0,0.02,0.07,0.02,2792,1235,1231,1106,450,516,627,503,20,117,185,0,0,0,718,6,1145,0,0,0,0,516,86,0,0,46.7,41.7,173219,80011,36013,6899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.202,7.971,13.197,0,0,0,0,0,0,0,152.882,0,7.505,0,91.697,434.922,0,0
BZ10432009,Belize,HRI,BZ1043,Southwater Caye,2009,16.6302,-88.2061,38588,Central Barrier Complex,Crest,Crest,1.7,Yes,South Water Caye,General Use Zone,General Use Zone,1996,13,470,19,89,Inadequate,3.6,15.2,34.4,4.8,169.1,27.3,5.1,140.5,7.1,3.7,28.6,21.9,0,0,0,0,0,469,223,211,184,62,95,110,95,45,0,7,0,0,0,110,0,204,0,0,0,0,95,7,0,0,52.2,56.5,173219,80011,36013,6899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.05,4.908888889,0,0,0,0,0,0,0,20.67333333,0,0,0,28.51222222,6.542222222,63.58333333,16.67777778
